기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
8.8,0.0,0.1,41.0,-3.7,0.0,0.5,1145,8.6,2,18,15
9.3,0.0,0.6,38.0,-4.3,0.0,0.43,1193,8.6,2,18,16
9.3,0.0,0.9,39.0,-3.9,0.0,0.19,1234,7.2,2,18,17
9.1,0.0,0.8,37.0,-4.8,0.0,0.0,1566,6.3,2,18,18
8.8,0.0,0.7,43.0,-3.1,0.0,0.0,1150,5.8,2,18,19
8.5,0.0,0.3,46.0,-2.4,0.0,0.0,1193,5.5,2,18,20
8.1,0.0,0.6,47.0,-2.5,0.0,0.0,1594,5.4,2,18,21
7.4,0.0,0.9,53.0,-1.5,0.0,0.0,1616,5.0,2,18,22
6.9,0.0,1.2,55.0,-1.5,0.0,0.0,1705,5.0,2,18,23
6.0,0.0,0.9,66.0,0.1,0.0,0.0,1261,4.8,2,19,0
5.6,0.0,1.1,68.0,0.1,0.0,0.0,1100,4.6,2,19,1
5.5,0.0,0.7,73.0,1.0,0.0,0.0,872,4.5,2,19,2
4.1,0.2,0.8,77.0,0.4,0.0,0.0,658,4.3,2,19,3
4.4,0.0,0.8,70.0,-0.6,0.0,0.0,1100,4.0,2,19,4
4.1,0.0,0.8,85.0,1.7,0.0,0.0,548,4.0,2,19,5
4.0,0.0,0.8,82.0,1.1,0.0,0.0,775,3.9,2,19,6
4.0,0.0,0.7,76.0,0.1,0.0,0.0,717,3.7,2,19,7
4.2,0.0,0.9,74.0,0.0,0.0,0.0,539,3.9,2,19,8
4.1,0.0,1.1,82.0,1.2,0.0,0.0,384,4.1,2,19,9
4.9,0.0,2.8,75.0,0.8,0.0,0.0,674,4.5,2,19,10
4.8,0.0,2.0,72.0,0.1,0.0,0.1,629,5.1,2,19,11
4.7,0.0,2.9,62.0,-1.9,0.0,0.63,724,7.6,2,19,12
5.6,0.0,3.0,51.0,-3.7,0.5,1.8,1153,10.8,2,19,13
7.6,0.0,3.7,39.0,-5.4,0.9,2.41,3262,17.1,2,19,14
6.5,0.0,3.6,33.0,-8.6,1.0,2.27,4993,16.6,2,19,15
5.9,0.0,4.1,27.0,-11.7,1.0,1.77,5000,13.3,2,19,16
5.0,0.0,3.2,27.0,-12.4,1.0,1.11,5000,6.8,2,19,17
3.7,0.0,2.8,31.0,-11.9,0.6,0.27,5000,3.5,2,19,18
2.5,0.0,2.5,38.0,-10.4,0.0,0.0,5000,1.8,2,19,19
1.8,0.0,2.1,41.0,-10.0,0.0,0.0,5000,0.8,2,19,20
1.3,0.0,1.9,48.0,-8.5,0.0,0.0,4960,0.3,2,19,21
1.1,0.0,1.6,51.0,-7.9,0.0,0.0,4633,0.1,2,19,22
0.8,0.0,0.7,53.0,-7.7,0.0,0.0,4333,0.0,2,19,23
0.3,0.0,0.9,53.0,-8.1,0.0,0.0,4356,-0.5,2,20,0
-0.3,0.0,1.1,55.0,-8.2,0.0,0.0,4185,-0.7,2,20,1
-0.7,0.0,1.5,58.0,-7.9,0.0,0.0,4062,-0.7,2,20,2
-1.0,0.0,0.5,60.0,-7.7,0.0,0.0,3794,-0.9,2,20,3
-1.0,0.0,0.6,62.0,-7.3,0.0,0.0,3672,-0.9,2,20,4
-1.3,0.0,0.3,63.0,-7.4,0.0,0.0,3460,-0.9,2,20,5
-1.3,0.0,0.6,66.0,-6.8,0.0,0.0,3272,-1.0,2,20,6
-1.4,0.0,1.2,66.0,-6.9,0.0,0.0,3247,-1.0,2,20,7
-1.2,0.0,1.2,65.0,-6.9,0.0,0.0,3139,-0.5,2,20,8
-0.2,0.0,1.5,64.0,-6.2,0.5,0.46,3169,0.1,2,20,9
2.3,0.0,2.8,41.0,-9.6,1.0,1.37,4585,5.1,2,20,10
3.1,0.0,3.6,39.0,-9.5,0.9,1.76,4909,7.7,2,20,11
4.5,0.0,4.1,24.0,-14.3,0.6,1.85,5000,7.2,2,20,12
3.9,0.0,3.8,25.0,-14.3,1.0,2.74,4564,7.5,2,20,13
3.5,0.0,4.0,25.0,-14.7,1.0,2.67,4800,15.8,2,20,14
2.6,0.0,4.3,26.0,-15.0,1.0,2.33,5000,14.4,2,20,15
2.4,0.0,4.1,24.0,-16.1,1.0,1.84,5000,11.0,2,20,16
1.8,0.0,4.2,25.0,-16.1,1.0,1.11,5000,4.7,2,20,17
0.5,0.0,3.4,32.0,-14.3,0.6,0.3,5000,1.4,2,20,18
-0.5,0.0,2.5,36.0,-13.7,0.0,0.0,5000,-0.4,2,20,19
-0.9,0.0,2.4,41.0,-12.5,0.0,0.0,5000,-0.5,2,20,20
-1.3,0.0,2.4,40.0,-13.1,0.0,0.0,4973,-0.7,2,20,21
-1.5,0.0,1.7,38.0,-14.0,0.0,0.0,4941,-0.9,2,20,22
-1.9,0.0,2.1,39.0,-14.0,0.0,0.0,4972,-1.0,2,20,23
-2.5,0.0,2.6,43.0,-13.3,0.0,0.0,4510,-1.3,2,21,0
-2.8,0.0,1.9,42.0,-13.9,0.0,0.0,4285,-1.4,2,21,1
-3.0,0.0,2.0,42.0,-14.1,0.0,0.0,4080,-1.6,2,21,2
-3.1,0.0,1.0,43.0,-13.9,0.0,0.0,4119,-1.8,2,21,3
-3.6,0.0,0.8,44.0,-14.1,0.0,0.0,4181,-1.8,2,21,4
-3.8,0.0,1.0,45.0,-14.0,0.0,0.0,4019,-2.0,2,21,5
-4.0,0.0,0.7,46.0,-13.9,0.0,0.0,3927,-2.1,2,21,6
-4.6,0.0,0.9,53.0,-12.7,0.0,0.0,2792,-2.3,2,21,7
-4.0,0.0,0.6,48.0,-13.4,0.3,0.05,3482,-1.8,2,21,8
-3.0,0.0,1.7,45.0,-13.2,1.0,0.65,3478,0.0,2,21,9
-1.3,0.0,1.2,40.0,-13.1,1.0,1.44,3873,3.5,2,21,10
-0.2,0.0,2.2,32.0,-14.9,1.0,2.07,4358,2.8,2,21,11
1.5,0.0,1.3,29.0,-14.6,1.0,2.48,4468,5.8,2,21,12
1.8,0.0,1.9,27.0,-15.2,1.0,2.7,4558,7.9,2,21,13
3.4,0.0,1.2,26.0,-14.3,1.0,2.58,4739,16.4,2,21,14
3.9,0.0,1.3,22.0,-15.9,1.0,2.21,4636,15.7,2,21,15
4.5,0.0,1.4,22.0,-15.4,1.0,1.68,4173,12.6,2,21,16
4.0,0.0,1.3,23.0,-15.3,1.0,1.02,4863,6.8,2,21,17
3.3,0.0,1.9,24.0,-15.3,0.3,0.16,4476,3.0,2,21,18
2.0,0.0,2.8,28.0,-14.6,0.0,0.0,3734,0.8,2,21,19
0.8,0.0,1.6,33.0,-13.6,0.0,0.0,3788,-0.4,2,21,20
0.1,0.0,1.4,41.0,-11.6,0.0,0.0,3207,0.0,2,21,21
-0.7,0.0,1.0,44.0,-11.4,0.0,0.0,3062,-0.7,2,21,22
-1.4,0.0,0.8,47.0,-11.2,0.0,0.0,3001,-0.9,2,21,23
-1.7,0.0,0.6,49.0,-11.0,0.0,0.0,2832,-1.0,2,22,0
-2.3,0.0,0.0,54.0,-10.3,0.0,0.0,2859,-1.2,2,22,1
-2.6,0.0,0.6,54.0,-10.6,0.0,0.0,2473,-1.3,2,22,2
-3.5,0.0,0.5,59.0,-10.3,0.0,0.0,2419,-1.5,2,22,3
-3.3,0.0,0.7,62.0,-9.5,0.0,0.0,1956,-1.7,2,22,4
-4.5,0.0,0.2,65.0,-10.0,0.0,0.0,1536,-1.8,2,22,5
-4.5,0.0,0.5,65.0,-10.0,0.0,0.0,1321,-1.9,2,22,6
-4.5,0.0,0.1,67.0,-9.7,0.0,0.0,1612,-2.0,2,22,7
-4.4,0.0,0.2,67.0,-9.6,0.2,0.05,1226,-1.4,2,22,8
-2.5,0.0,0.9,63.0,-8.5,1.0,0.57,1342,0.0,2,22,9
-0.3,0.0,0.7,53.0,-8.7,0.8,1.09,1625,2.5,2,22,10
2.3,0.0,0.9,42.0,-9.3,1.0,1.95,2014,5.1,2,22,11
4.5,0.0,0.6,32.0,-10.8,0.9,2.32,2749,10.4,2,22,12
6.5,0.0,0.9,33.0,-8.6,0.8,2.4,3345,11.2,2,22,13
8.1,0.0,1.3,34.0,-6.8,1.0,2.27,4633,17.6,2,22,14
9.3,0.0,2.0,34.0,-5.7,1.0,2.17,4957,16.8,2,22,15
9.2,0.0,1.9,33.0,-6.2,1.0,1.65,4558,14.0,2,22,16
8.6,0.0,2.6,36.0,-5.6,1.0,0.74,4902,8.5,2,22,17
8.0,0.0,2.3,42.0,-4.1,0.0,0.14,5000,5.8,2,22,18
7.0,0.0,1.5,44.0,-4.4,0.0,0.0,4803,4.6,2,22,19
5.1,0.0,1.3,46.0,-5.5,0.0,0.0,2560,3.7,2,22,20
4.5,0.0,0.6,49.0,-5.3,0.0,0.0,2259,3.4,2,22,21
3.5,0.0,1.1,54.0,-4.9,0.0,0.0,2306,3.2,2,22,22
2.1,0.0,1.5,61.0,-4.6,0.0,0.0,2720,2.7,2,22,23
1.3,0.0,0.7,63.0,-4.9,0.0,0.0,2954,2.0,2,23,0
1.2,0.0,1.4,60.0,-5.7,0.0,0.0,3323,1.8,2,23,1
0.8,0.0,1.3,57.0,-6.7,0.0,0.0,4192,1.3,2,23,2
0.3,0.0,1.1,60.0,-6.5,0.0,0.0,4114,0.2,2,23,3
-0.4,0.0,0.3,61.0,-7.0,0.0,0.0,4058,0.0,2,23,4
-0.6,0.0,1.2,63.0,-6.7,0.0,0.0,4015,-0.7,2,23,5
-0.9,0.0,0.6,65.0,-6.6,0.0,0.0,3640,-0.7,2,23,6
-0.9,0.0,0.3,64.0,-6.8,0.0,0.0,3643,-0.7,2,23,7
-0.7,0.0,0.6,65.0,-6.4,0.0,0.0,3266,-0.5,2,23,8
0.3,0.0,1.0,60.0,-6.5,0.0,0.6,3656,0.5,2,23,9
1.6,0.0,1.0,58.0,-5.7,1.0,1.29,3313,7.4,2,23,10
3.8,0.0,1.1,47.0,-6.5,1.0,1.9,3680,7.9,2,23,11
5.8,0.0,0.9,42.0,-6.1,1.0,2.32,3586,13.1,2,23,12
7.1,0.0,1.4,40.0,-5.6,1.0,2.49,3566,14.5,2,23,13
7.6,0.0,1.7,36.0,-6.5,1.0,2.32,3318,18.9,2,23,14
8.6,0.0,1.6,31.0,-7.6,1.0,2.11,3118,18.1,2,23,15
9.5,0.0,2.0,31.0,-6.8,1.0,1.54,2434,15.1,2,23,16
8.5,0.0,2.3,35.0,-6.1,1.0,0.85,2153,9.6,2,23,17
7.5,0.0,2.0,39.0,-5.5,0.5,0.22,1946,5.9,2,23,18
6.5,0.0,1.7,37.0,-7.1,0.0,0.0,2202,4.1,2,23,19
5.4,0.0,0.6,40.0,-7.1,0.0,0.0,2238,3.0,2,23,20
5.0,0.0,1.2,36.0,-8.8,0.0,0.0,2655,2.7,2,23,21
4.3,0.0,0.1,42.0,-7.5,0.0,0.0,2513,2.5,2,23,22
3.9,0.0,0.9,50.0,-5.5,0.0,0.0,2349,2.0,2,23,23
3.5,0.0,1.4,58.0,-4.0,0.0,0.0,2404,1.8,2,24,0
3.0,0.0,1.0,61.0,-3.8,0.0,0.0,2086,1.0,2,24,1
2.2,0.0,0.5,67.0,-3.3,0.0,0.0,1545,0.2,2,24,2
1.8,0.0,0.7,67.0,-3.6,0.0,0.0,1349,0.1,2,24,3
1.8,0.0,0.6,64.0,-4.2,0.0,0.0,1430,1.5,2,24,4
2.0,0.0,1.0,64.0,-4.1,0.0,0.0,1388,1.8,2,24,5
2.1,0.0,0.3,64.0,-4.0,0.0,0.0,1190,2.0,2,24,6
1.8,0.0,0.7,66.0,-3.8,0.0,0.0,1100,1.0,2,24,7
1.7,0.0,1.0,70.0,-3.1,0.0,0.01,909,1.2,2,24,8
2.9,0.0,1.2,71.0,-1.8,0.2,0.4,720,4.5,2,24,9
4.0,0.0,1.8,66.0,-1.7,0.9,0.97,625,7.8,2,24,10
5.1,0.0,1.9,61.0,-1.8,0.2,1.17,633,10.0,2,24,11
7.1,0.0,1.8,50.0,-2.6,0.7,1.85,750,14.6,2,24,12
8.4,0.0,2.4,35.0,-6.2,1.0,2.42,1163,16.2,2,24,13
9.3,0.0,3.1,34.0,-5.7,1.0,2.36,1227,19.3,2,24,14
9.6,0.0,3.7,27.0,-8.5,1.0,2.09,1807,18.1,2,24,15
8.5,0.0,3.9,26.0,-9.9,1.0,1.7,2728,14.4,2,24,16
7.5,0.0,3.9,22.0,-12.8,1.0,1.05,4955,8.6,2,24,17
6.6,0.0,2.6,24.0,-12.5,0.6,0.29,4467,5.0,2,24,18
5.0,0.0,1.7,29.0,-11.6,0.0,0.0,4463,3.0,2,24,19
3.5,0.0,3.0,44.0,-7.6,0.0,0.0,3724,1.8,2,24,20
2.5,0.0,1.7,43.0,-8.8,0.0,0.0,4651,1.0,2,24,21
1.8,0.0,1.5,48.0,-8.0,0.0,0.0,4907,0.4,2,24,22
1.1,0.0,1.3,49.0,-8.4,0.0,0.0,4775,-0.3,2,24,23
0.7,0.0,2.2,48.0,-9.0,0.0,0.0,4547,-0.3,2,25,0
0.2,0.0,1.2,48.0,-9.5,0.0,0.0,4364,-0.5,2,25,1
-0.2,0.0,1.1,48.0,-9.9,0.0,0.0,4159,-0.7,2,25,2
-0.7,0.0,1.5,52.0,-9.3,0.0,0.0,3997,-0.9,2,25,3
-0.9,0.0,1.2,54.0,-9.0,0.0,0.0,3777,-0.9,2,25,4
-1.5,0.0,1.1,58.0,-8.7,0.0,0.0,3515,-1.2,2,25,5
-1.5,0.0,0.5,59.0,-8.4,0.0,0.0,3148,-1.3,2,25,6
-2.1,0.0,0.5,62.0,-8.4,0.0,0.0,2866,-1.3,2,25,7
-1.3,0.0,0.7,57.0,-8.7,0.4,0.07,2955,-0.9,2,25,8
-0.2,0.0,0.9,50.0,-9.3,1.0,0.69,3263,0.2,2,25,9
1.3,0.0,1.6,41.0,-10.5,1.0,1.46,3446,5.5,2,25,10
2.7,0.0,1.5,40.0,-9.5,1.0,2.06,3361,7.6,2,25,11
4.0,0.0,1.8,33.0,-10.8,1.0,2.48,3769,13.8,2,25,12
5.2,0.0,2.0,30.0,-11.0,1.0,2.71,3805,15.5,2,25,13
5.0,0.0,3.1,29.0,-11.6,1.0,2.67,4075,19.1,2,25,14
5.1,0.0,2.8,27.0,-12.4,1.0,2.33,4298,17.9,2,25,15
4.3,0.0,3.3,29.0,-12.2,1.0,1.83,4634,14.1,2,25,16
3.7,0.0,3.3,26.0,-14.0,1.0,1.18,5000,7.4,2,25,17
2.5,0.0,2.8,30.0,-13.3,0.7,0.31,4767,3.5,2,25,18
1.7,0.0,1.6,34.0,-12.5,0.0,0.0,4013,1.5,2,25,19
1.3,0.0,1.4,34.0,-12.8,0.0,0.0,4337,0.4,2,25,20
1.1,0.0,1.2,37.0,-12.0,0.0,0.0,4879,0.0,2,25,21
0.8,0.0,1.1,39.0,-11.6,0.0,0.0,4981,-0.5,2,25,22
0.2,0.0,0.9,40.0,-11.8,0.0,0.0,4727,-0.7,2,25,23
-0.4,0.0,0.9,42.0,-11.7,0.0,0.0,4660,-0.7,2,26,0
-1.0,0.0,0.7,46.0,-11.1,0.0,0.0,4356,-0.9,2,26,1
-1.5,0.0,0.7,46.0,-11.6,0.0,0.0,4296,-1.2,2,26,2
-1.9,0.0,0.7,48.0,-11.4,0.0,0.0,4197,-1.3,2,26,3
-2.6,0.0,0.8,53.0,-10.8,0.0,0.0,3811,-1.4,2,26,4
-3.1,0.0,0.7,53.0,-11.3,0.0,0.0,3828,-1.5,2,26,5
-3.3,0.0,0.8,54.0,-11.3,0.0,0.0,3919,-1.8,2,26,6
-3.5,0.0,0.5,56.0,-11.0,0.0,0.0,3746,-1.8,2,26,7
-3.1,0.0,0.8,54.0,-11.1,0.5,0.07,3891,-1.3,2,26,8
-0.9,0.0,0.7,47.0,-10.8,1.0,0.75,3859,0.1,2,26,9
0.9,0.0,0.7,39.0,-11.5,1.0,1.53,3964,3.7,2,26,10
2.6,0.0,1.2,35.0,-11.3,1.0,2.15,3936,7.7,2,26,11
4.8,0.0,1.8,28.0,-12.2,1.0,2.55,4608,14.3,2,26,12
6.1,0.0,0.9,26.0,-12.0,1.0,2.77,4712,16.2,2,26,13
7.6,0.0,1.6,22.0,-12.8,1.0,2.73,4948,20.3,2,26,14
9.2,0.0,2.0,21.0,-12.0,1.0,2.38,5000,19.6,2,26,15
8.9,0.0,2.0,20.0,-12.9,1.0,1.88,5000,16.6,2,26,16
9.0,0.0,2.1,21.0,-12.2,1.0,1.2,5000,9.8,2,26,17
7.4,0.0,1.2,24.0,-11.9,0.7,0.34,5000,5.6,2,26,18
6.1,0.0,1.6,25.0,-12.5,0.0,0.0,4966,3.4,2,26,19
4.9,0.0,0.7,27.0,-12.5,0.0,0.0,4701,2.0,2,26,20
3.8,0.0,0.6,32.0,-11.4,0.0,0.0,4086,0.8,2,26,21
3.0,0.0,1.5,38.0,-9.9,0.0,0.0,3543,0.3,2,26,22
2.0,0.0,0.5,39.0,-10.5,0.0,0.0,3399,0.0,2,26,23
1.2,0.0,0.7,41.0,-10.6,0.0,0.0,3351,-0.5,2,27,0
0.8,0.0,0.7,44.0,-10.0,0.0,0.0,3104,-0.5,2,27,1
0.0,0.0,0.7,45.0,-10.5,0.0,0.0,3138,-0.7,2,27,2
-0.8,0.0,0.2,48.0,-10.4,0.0,0.0,2991,-0.9,2,27,3
-1.9,0.0,0.2,58.0,-9.0,0.0,0.0,2293,-1.2,2,27,4
-2.1,0.0,0.0,59.0,-9.0,0.0,0.0,2181,-1.3,2,27,5
-2.0,0.0,0.0,56.0,-9.6,0.0,0.0,2473,-1.4,2,27,6
-2.8,0.0,0.2,63.0,-8.8,0.0,0.0,1904,-1.5,2,27,7
-1.9,0.0,0.0,62.0,-8.2,0.5,0.09,1607,-0.9,2,27,8
-0.5,0.0,1.0,59.0,-7.5,1.0,0.76,1544,0.5,2,27,9
3.1,0.0,0.7,47.0,-7.1,1.0,1.47,1480,4.7,2,27,10
5.0,0.0,1.0,37.0,-8.5,1.0,2.12,1926,10.2,2,27,11
8.1,0.0,1.3,29.0,-8.9,1.0,2.57,2507,16.5,2,27,12
9.4,0.0,1.0,24.0,-10.1,1.0,2.79,3218,18.6,2,27,13
10.7,0.0,1.0,20.0,-11.4,1.0,2.76,3765,22.2,2,27,14
12.5,0.0,1.4,18.0,-11.2,1.0,2.38,4096,21.4,2,27,15
13.1,0.0,1.4,19.0,-10.0,1.0,1.85,3527,18.2,2,27,16
13.6,0.0,1.8,16.0,-11.8,1.0,1.16,4253,11.7,2,27,17
12.1,0.0,0.9,21.0,-9.6,0.7,0.35,2702,7.6,2,27,18
9.8,0.0,1.5,25.0,-9.3,0.0,0.0,2739,5.0,2,27,19
7.1,0.0,1.5,43.0,-4.6,0.0,0.0,1862,3.7,2,27,20
6.0,0.0,0.7,44.0,-5.3,0.0,0.0,2143,2.6,2,27,21
5.5,0.0,1.0,39.0,-7.3,0.0,0.0,3303,1.7,2,27,22
4.1,0.0,0.6,42.0,-7.6,0.0,0.0,2449,0.8,2,27,23
3.5,0.0,0.5,50.0,-5.9,0.0,0.0,1677,0.3,2,28,0
2.2,0.0,0.5,54.0,-6.1,0.0,0.0,1703,0.0,2,28,1
0.6,0.0,0.0,58.0,-6.7,0.0,0.0,1502,-0.5,2,28,2
0.6,0.0,0.0,58.0,-6.7,0.0,0.0,1501,-0.7,2,28,3
-0.5,0.0,0.0,61.0,-7.1,0.0,0.0,1641,-0.7,2,28,4
-1.0,0.0,0.0,62.0,-7.3,0.0,0.0,1626,-0.9,2,28,5
-1.5,0.0,0.0,66.0,-7.0,0.0,0.0,1390,-1.1,2,28,6
-1.7,0.0,0.0,66.0,-7.2,0.0,0.0,1391,-1.2,2,28,7
-1.0,0.0,0.0,68.0,-6.1,0.4,0.1,1098,-0.7,2,28,8
1.6,0.0,0.0,58.0,-5.7,1.0,0.75,1159,2.0,2,28,9
4.2,0.0,0.9,48.0,-5.8,1.0,1.53,1525,6.3,2,28,10
7.3,0.0,2.0,35.0,-7.1,1.0,2.17,2287,12.4,2,28,11
9.5,0.0,3.2,27.0,-8.6,1.0,2.64,4077,17.8,2,28,12
11.1,0.0,3.2,29.0,-6.3,1.0,2.81,4754,20.2,2,28,13
11.8,0.0,3.4,33.0,-3.9,1.0,2.75,3688,22.2,2,28,14
13.1,0.0,3.6,32.0,-3.2,1.0,2.43,4998,21.2,2,28,15
13.8,0.0,2.5,32.0,-2.6,1.0,1.89,4978,18.7,2,28,16
13.1,0.0,3.4,29.0,-4.5,1.0,1.22,5000,12.4,2,28,17
11.7,0.0,2.6,39.0,-1.8,0.7,0.4,5000,8.5,2,28,18
10.5,0.0,2.1,47.0,-0.3,0.0,0.0,5000,6.5,2,28,19
9.1,0.0,1.5,54.0,0.2,0.0,0.0,3848,5.4,2,28,20
8.5,0.0,1.1,60.0,1.1,0.0,0.0,3475,6.5,2,28,21
8.0,0.0,1.4,61.0,0.9,0.0,0.0,2382,6.4,2,28,22
7.9,0.0,1.2,61.0,0.8,0.0,0.0,1997,6.1,2,28,23
7.7,0.0,0.4,62.0,0.8,0.0,0.0,2043,6.0,3,1,0
8.0,0.0,0.0,61.0,0.9,0.0,0.0,2149,5.9,3,1,1
7.8,0.0,1.1,62.0,0.9,0.0,0.0,2118,5.6,3,1,2
7.5,0.0,0.3,63.0,0.8,0.0,0.0,1963,5.3,3,1,3
6.8,0.0,0.0,66.0,0.8,0.0,0.0,1420,5.1,3,1,4
6.5,0.0,0.8,67.0,0.8,0.0,0.0,1428,5.0,3,1,5
6.8,0.0,0.0,66.0,0.8,0.0,0.0,1367,5.0,3,1,6
6.3,0.0,0.0,68.0,0.8,0.0,0.0,1263,4.4,3,1,7
6.4,0.0,0.6,68.0,0.9,0.0,0.05,1189,5.4,3,1,8
6.8,0.0,1.3,70.0,1.7,0.0,0.29,1245,7.0,3,1,9
7.8,0.0,1.7,62.0,0.9,0.1,0.81,1834,11.1,3,1,10
8.1,0.0,2.1,58.0,0.3,0.0,1.07,2099,12.4,3,1,11
9.6,0.0,2.1,51.0,0.0,0.5,1.99,2649,18.1,3,1,12
9.1,0.0,4.3,49.0,-1.0,0.0,1.88,1352,16.0,3,1,13
8.3,0.0,3.6,51.0,-1.2,0.0,1.06,1016,11.8,3,1,14
8.6,0.0,3.3,50.0,-1.2,0.3,0.98,1208,13.0,3,1,15
8.1,0.0,4.0,48.0,-2.2,0.2,0.87,1219,12.5,3,1,16
8.0,0.0,3.5,46.0,-2.9,0.9,0.96,1377,9.7,3,1,17
7.1,0.0,2.8,33.0,-8.1,0.8,0.31,2848,6.3,3,1,18
6.5,0.0,1.9,29.0,-10.2,0.0,0.0,5000,4.1,3,1,19
6.0,0.0,2.8,29.0,-10.7,0.0,0.0,5000,3.2,3,1,20
5.5,0.0,1.9,32.0,-9.9,0.0,0.0,4938,2.4,3,1,21
4.4,0.0,1.5,40.0,-8.0,0.0,0.0,5000,1.7,3,1,22
4.0,0.0,1.9,43.0,-7.4,0.0,0.0,5000,1.3,3,1,23
3.2,0.0,1.7,45.0,-7.6,0.0,0.0,5000,0.8,3,2,0
2.7,0.0,1.4,47.0,-7.5,0.0,0.0,5000,0.3,3,2,1
2.2,0.0,1.4,47.0,-7.9,0.0,0.0,5000,-0.2,3,2,2
2.4,0.0,3.1,34.0,-11.9,0.0,0.0,4937,0.0,3,2,3
1.7,0.0,2.6,34.0,-12.5,0.0,0.0,5000,-0.5,3,2,4
1.2,0.0,2.5,30.0,-14.5,0.0,0.0,5000,-0.7,3,2,5
0.6,0.0,2.4,28.0,-15.8,0.0,0.0,4957,-0.9,3,2,6
0.4,0.0,2.4,29.0,-15.6,0.0,0.0,4283,-1.0,3,2,7
0.8,0.0,0.8,29.0,-15.2,0.4,0.1,3838,-0.5,3,2,8
2.0,0.0,2.7,24.0,-16.5,1.0,0.85,3947,4.1,3,2,9
2.8,0.0,2.2,21.0,-17.4,1.0,1.61,3903,5.9,3,2,10
3.5,0.0,2.8,21.0,-16.8,1.0,2.24,4323,13.3,3,2,11
4.8,0.0,2.2,19.0,-16.9,1.0,2.68,4699,17.8,3,2,12
5.0,0.0,3.3,18.0,-17.4,1.0,2.9,4988,19.5,3,2,13
5.5,0.0,3.4,18.0,-17.0,1.0,2.84,4850,21.1,3,2,14
5.9,0.0,3.2,18.0,-16.6,1.0,2.51,5000,19.5,3,2,15
5.5,0.0,3.4,18.0,-17.0,1.0,1.97,5000,15.9,3,2,16
5.1,0.0,2.3,20.0,-16.0,1.0,1.25,5000,9.4,3,2,17
4.3,0.0,2.8,21.0,-16.1,0.9,0.42,5000,5.0,3,2,18
3.2,0.0,2.5,26.0,-14.5,0.0,0.0,4905,2.7,3,2,19
2.2,0.0,1.8,31.0,-13.2,0.0,0.0,4196,1.6,3,2,20
1.7,0.0,1.5,36.0,-11.8,0.0,0.0,4441,0.8,3,2,21
1.1,0.0,1.4,40.0,-11.0,0.0,0.0,4716,0.3,3,2,22
0.8,0.0,0.4,38.0,-11.9,0.0,0.0,4634,-0.4,3,2,23
0.5,0.0,0.6,38.0,-12.2,0.0,0.0,4343,-0.2,3,3,0
-0.3,0.0,0.9,40.0,-12.2,0.0,0.0,4376,-0.7,3,3,1
-0.4,0.0,0.5,42.0,-11.7,0.0,0.0,4483,-0.9,3,3,2
-0.9,0.0,0.0,45.0,-11.3,0.0,0.0,4332,-1.0,3,3,3
-1.3,0.0,0.0,48.0,-10.9,0.0,0.0,4012,-1.2,3,3,4
-1.9,0.0,0.3,49.0,-11.2,0.0,0.0,3993,-1.3,3,3,5
-1.9,0.0,0.8,52.0,-10.4,0.0,0.0,3630,-1.3,3,3,6
-2.2,0.0,0.9,53.0,-10.5,0.0,0.0,3833,-1.4,3,3,7
-1.4,0.0,0.5,50.0,-10.5,0.3,0.11,3555,-0.8,3,3,8
0.3,0.0,0.3,53.0,-8.1,1.0,0.83,2393,2.9,3,3,9
3.1,0.0,1.0,42.0,-8.5,1.0,1.57,4542,6.4,3,3,10
5.6,0.0,1.7,40.0,-6.9,1.0,2.18,4796,14.5,3,3,11
7.2,0.0,1.3,34.0,-7.6,1.0,2.57,4988,23.7,3,3,12
9.4,0.0,1.2,29.0,-7.7,1.0,2.76,5000,26.5,3,3,13
10.8,0.0,1.5,28.0,-7.0,1.0,2.7,4962,29.5,3,3,14
12.0,0.0,1.1,26.0,-6.9,1.0,2.39,4942,28.6,3,3,15
12.5,0.0,0.7,27.0,-6.0,1.0,1.86,4025,24.0,3,3,16
12.6,0.0,1.9,28.0,-5.4,1.0,1.15,3541,14.1,3,3,17
11.0,0.0,1.7,34.0,-4.2,0.7,0.35,3667,8.3,3,3,18
9.4,0.0,1.9,42.0,-2.8,0.0,0.0,3225,5.5,3,3,19
8.1,0.0,0.2,49.0,-1.9,0.0,0.0,2996,3.9,3,3,20
7.5,0.0,0.8,52.0,-1.7,0.0,0.0,2965,3.0,3,3,21
6.3,0.0,1.4,54.0,-2.3,0.0,0.0,2913,2.7,3,3,22
5.3,0.0,1.6,61.0,-1.6,0.0,0.0,2882,2.2,3,3,23
4.8,0.0,0.5,63.0,-1.6,0.0,0.0,2785,1.3,3,4,0
4.5,0.0,0.5,62.0,-2.1,0.0,0.0,2570,1.3,3,4,1
4.0,0.0,0.0,64.0,-2.2,0.0,0.0,2526,0.8,3,4,2
3.0,0.0,0.0,70.0,-1.9,0.0,0.0,2303,0.6,3,4,3
2.2,0.0,0.0,74.0,-1.9,0.0,0.0,1743,0.3,3,4,4
1.9,0.0,0.0,74.0,-2.2,0.0,0.0,1788,0.0,3,4,5
1.7,0.0,0.0,74.0,-2.4,0.0,0.0,1742,0.1,3,4,6
